"전체",건설업,50~80억원 미만,51,0.0,9.8,9.8,54.9,25.5,0.0,19.6,7.8,47.1,25.5,3.9,7.8,7.8,62.7,17.6,17.6,11.8,2.0,45.1,23.5,2.0,2.0,11.8,60.8,23.5,0.0,11.8,13.7,54.9,19.6
"전체",건설업,80~120억원 미만,45,0.0,15.6,6.7,44.4,33.3,2.2,13.3,4.4,57.8,22.2,2.2,8.9,8.9,57.8,22.2,4.4,13.3,4.4,55.6,22.2,2.2,2.2,4.4,66.7,24.4,2.2,2.2,6.7,68.9,20.0
"전체",건설업,120~200억원 미만,52,0.0,9.6,3.8,67.3,19.2,1.9,15.4,1.9,59.6,21.2,7.7,3.8,5.8,50.0,32.7,5.8,3.8,3.8,63.5,23.1,1.9,3.8,3.8,65.4,25.0,1.9,13.5,5.8,61.5,17.3
"전체",건설업,200~500억원 미만,78,1.3,5.1,16.7,53.8,23.1,1.3,14.1,10.3,52.6,21.8,5.1,3.8,6.4,71.8,12.8,0.0,9.0,12.8,59.0,19.2,2.6,2.6,6.4,62.8,25.6,2.6,6.4,7.7,65.4,17.9
"전체",건설업,500~1500억원 미만,57,0.0,14.0,8.8,56.1,21.1,1.8,10.5,7.0,52.6,28.1,1.8,8.8,7.0,61.4,21.1,5.3,3.5,14.0,47.4,29.8,1.8,1.8,5.3,66.7,24.6,3.5,8.8,7.0,64.9,15.8
"전체",도소매업,5~20억원 미만,102,0.0,11.8,7.8,48.0,32.4,2.0,9.8,6.9,52.9,28.4,4.9,8.8,2.9,50.0,33.3,2.0,9.8,8.8,50.0,29.4,2.0,7.8,11.8,57.8,20.6,2.0,11.8,10.8,53.9,21.6
"전체",도소매업,20~50억원 미만,110,0.0,10.9,7.3,48.2,33.6,0.9,15.5,2.7,51.8,29.1,7.3,12.7,5.5,44.5,30.0,6.4,12.7,7.3,50.9,22.7,1.8,7.3,6.4,68.2,16.4,1.8,22.7,5.5,48.2,21.8
"전체",도소매업,50~80억원 미만,68,0.0,5.9,10.3,41.2,42.6,0.0,4.4,1.5,64.7,29.4,1.5,1.5,4.4,57.4,35.3,1.5,17.6,4.4,44.1,32.4,0.0,1.5,5.9,57.4,35.3,0.0,17.6,7.4,55.9,19.1
"전체",도소매업,80~120억원 미만,71,0.0,8.5,9.9,42.3,39.4,2.8,14.1,4.2,47.9,31.0,5.6,4.2,5.6,45.1,39.4,5.6,5.6,7.0,50.7,31.0,4.2,5.6,5.6,62.0,22.5,0.0,11.3,5.6,60.6,22.5
"전체",도소매업,120~200억원 미만,87,1.1,6.9,4.6,57.5,29.9,1.1,8.0,8.0,56.3,26.4,5.7,6.9,4.6,47.1,35.6,2.3,9.2,9.2,47.1,32.2,3.4,6.9,6.9,63.2,19.5,1.1,11.5,12.6,52.9,21.8
"전체",도소매업,200~500억원 미만,114,0.0,12.3,7.9,40.4,39.5,4.4,10.5,3.5,43.0,38.6,4.4,8.8,3.5,46.5,36.8,5.3,11.4,7.9,51.8,23.7,0.9,4.4,6.1,65.8,22.8,0.9,14.0,7.0,50.0,28.1
"전체",도소매업,500~1500억원 미만,85,0.0,16.5,1.2,47.1,35.3,3.5,15.3,3.5,48.2,29.4,5.9,7.1,2.4,56.5,28.2,4.7,14.1,8.2,51.8,21.2,1.2,9.4,4.7,63.5,21.2,5.9,17.6,5.9,47.1,23.5
"전체",운수업,5~20억원 미만,54,0.0,11.1,1.9,44.4,42.6,3.7,11.1,3.7,44.4,37.0,3.7,13.0,9.3,42.6,31.5,1.9,3.7,9.3,55.6,29.6,1.9,7.4,5.6,63.0,22.2,5.6,20.4,7.4,46.3,20.4
"전체",운수업,20~50억원 미만,52,1.9,11.5,0.0,53.8,32.7,5.8,9.6,7.7,42.3,34.6,7.7,13.5,0.0,48.1,30.8,5.8,17.3,5.8,40.4,30.8,5.8,11.5,11.5,46.2,25.0,7.7,23.1,5.8,48.1,15.4
"전체",운수업,50~80억원 미만,35,0.0,17.1,2.9,45.7,34.3,0.0,14.3,2.9,48.6,34.3,20.0,17.1,0.0,34.3,28.6,2.9,22.9,5.7,28.6,40.0,0.0,8.6,5.7,45.7,40.0,8.6,17.1,5.7,42.9,25.7
"전체",운수업,80~120억원 미만,30,0.0,6.7,16.7,50.0,26.7,6.7,6.7,13.3,53.3,20.0,6.7,6.7,3.3,56.7,26.7,3.3,16.7,13.3,53.3,13.3,3.3,6.7,23.3,36.7,30.0,10.0,6.7,10.0,60.0,13.3
"전체",운수업,120~200억원 미만,35,0.0,2.9,11.4,51.4,34.3,2.9,8.6,11.4,48.6,28.6,14.3,5.7,2.9,57.1,20.0,11.4,8.6,14.3,37.1,28.6,8.6,0.0,17.1,51.4,22.9,0.0,20.0,25.7,37.1,17.1
"전체",운수업,200~500억원 미만,48,0.0,4.2,6.3,52.1,37.5,2.1,8.3,4.2,43.8,41.7,4.2,6.3,10.4,37.5,41.7,6.3,6.3,8.3,56.3,22.9,2.1,8.3,14.6,50.0,25.0,0.0,18.8,14.6,45.8,20.8
"전체",운수업,500~1500억원 미만,19,0.0,26.3,0.0,21.1,52.6,0.0,10.5,0.0,52.6,36.8,0.0,15.8,5.3,36.8,42.1,15.8,15.8,0.0,21.1,47.4,5.3,5.3,5.3,63.2,21.1,0.0,26.3,5.3,36.8,31.6
"전체",정보통신업,5~20억원 미만,45,0.0,0.0,2.2,44.4,53.3,2.2,0.0,2.2,48.9,46.7,2.2,4.4,0.0,46.7,46.7,0.0,20.0,4.4,40.0,35.6,2.2,4.4,6.7,55.6,31.1,2.2,4.4,6.7,51.1,35.6
"전체",정보통신업,20~50억원 미만,43,0.0,0.0,7.0,34.9,58.1,0.0,4.7,2.3,51.2,41.9,2.3,7.0,2.3,60.5,27.9,2.3,2.3,0.0,58.1,37.2,2.3,0.0,7.0,39.5,51.2,0.0,4.7,2.3,48.8,44.2
"전체",정보통신업,50~80억원 미만,26,0.0,3.8,3.8,42.3,50.0,3.8,3.8,3.8,53.8,34.6,0.0,0.0,0.0,46.2,53.8,0.0,3.8,3.8,46.2,46.2,3.8,0.0,7.7,53.8,34.6,3.8,3.8,3.8,42.3,46.2
"전체",정보통신업,80~120억원 미만,23,0.0,0.0,0.0,39.1,60.9,0.0,4.3,0.0,43.5,52.2,0.0,4.3,0.0,69.6,26.1,0.0,0.0,0.0,56.5,43.5,0.0,0.0,4.3,56.5,39.1,0.0,4.3,0.0,56.5,39.1
"전체",정보통신업,120~200억원 미만,30,0.0,3.3,0.0,30.0,66.7,0.0,6.7,6.7,30.0,56.7,0.0,6.7,3.3,46.7,43.3,3.3,0.0,0.0,53.3,43.3,0.0,0.0,6.7,43.3,50.0,0.0,6.7,0.0,60.0,33.3
"전체",정보통신업,200~500억원 미만,37,0.0,0.0,2.7,43.2,54.1,0.0,0.0,2.7,54.1,43.2,0.0,5.4,2.7,37.8,54.1,0.0,8.1,0.0,43.2,48.6,0.0,0.0,2.7,54.1,43.2,2.7,10.8,0.0,48.6,37.8
"전체",정보통신업,500~1500억원 미만,39,0.0,0.0,2.6,38.5,59.0,0.0,0.0,0.0,48.7,51.3,0.0,7.7,0.0,53.8,38.5,2.6,2.6,0.0,48.7,46.2,0.0,2.6,2.6,53.8,41.0,0.0,10.3,5.1,38.5,46.2
"전체",지식서비스업,5~20억원 미만,64,0.0,3.1,1.6,43.8,51.6,0.0,4.7,4.7,48.4,42.2,3.1,3.1,3.1,51.6,39.1,0.0,1.6,3.1,56.3,39.1,0.0,1.6,1.6,60.9,35.9,0.0,10.9,0.0,54.7,34.4
"전체",지식서비스업,20~50억원 미만,55,0.0,0.0,1.8,67.3,30.9,0.0,7.3,7.3,50.9,34.5,3.6,1.8,9.1,40.0,45.5,1.8,3.6,5.5,54.5,34.5,0.0,5.5,3.6,61.8,29.1,0.0,12.7,3.6,41.8,41.8
"전체",지식서비스업,50~80억원 미만,29,0.0,6.9,3.4,51.7,37.9,0.0,6.9,3.4,58.6,31.0,0.0,6.9,17.2,48.3,27.6,3.4,3.4,6.9,55.2,31.0,3.4,0.0,3.4,51.7,41.4,0.0,10.3,3.4,48.3,37.9
"전체",지식서비스업,80~120억원 미만,32,0.0,0.0,3.1,46.9,50.0,0.0,3.1,6.3,50.0,40.6,3.1,6.3,6.3,43.8,40.6,3.1,3.1,0.0,31.3,62.5,0.0,3.1,6.3,62.5,28.1,0.0,6.3,3.1,62.5,28.1
"전체",지식서비스업,120~200억원 미만,36,0.0,0.0,0.0,52.8,47.2,0.0,2.8,0.0,55.6,41.7,0.0,0.0,0.0,58.3,41.7,0.0,0.0,2.8,50.0,47.2,0.0,5.6,0.0,55.6,38.9,0.0,8.3,2.8,44.4,44.4
"전체",지식서비스업,200~500억원 미만,42,0.0,4.8,4.8,33.3,57.1,0.0,4.8,0.0,52.4,42.9,0.0,7.1,2.4,45.2,45.2,0.0,4.8,9.5,35.7,50.0,0.0,0.0,4.8,54.8,40.5,0.0,0.0,4.8,50.0,45.2
"전체",지식서비스업,500~1500억원 미만,13,0.0,7.7,7.7,53.8,30.8,0.0,7.7,15.4,46.2,30.8,7.7,0.0,15.4,46.2,30.8,7.7,15.4,0.0,61.5,15.4,0.0,0.0,15.4,46.2,38.5,0.0,15.4,7.7,61.5,15.4
"전체",녹색/환경산업,5~20억원 미만,24,0.0,4.2,8.3,50.0,37.5,4.2,4.2,25.0,54.2,12.5,12.5,4.2,4.2,50.0,29.2,12.5,12.5,16.7,41.7,16.7,4.2,0.0,16.7,66.7,12.5,4.2,12.5,20.8,50.0,12.5
"전체",녹색/환경산업,20~50억원 미만,37,0.0,10.8,16.2,51.4,21.6,10.8,16.2,18.9,43.2,10.8,5.4,16.2,2.7,62.2,13.5,2.7,16.2,10.8,40.5,29.7,5.4,8.1,13.5,62.2,10.8,2.7,16.2,10.8,59.5,10.8
"전체",녹색/환경산업,50~80억원 미만,19,0.0,5.3,5.3,68.4,21.1,10.5,10.5,0.0,52.6,26.3,5.3,26.3,10.5,36.8,21.1,5.3,5.3,5.3,84.2,0.0,0.0,21.1,5.3,31.6,42.1,0.0,15.8,10.5,52.6,21.1
"전체",녹색/환경산업,80~120억원 미만,16,0.0,6.3,6.3,43.8,43.8,0.0,6.3,12.5,50.0,31.3,0.0,18.8,0.0,50.0,31.3,6.3,6.3,6.3,56.3,25.0,0.0,12.5,12.5,50.0,25.0,6.3,12.5,12.5,50.0,18.8
"전체",녹색/환경산업,120~200억원 미만,17,0.0,11.8,23.5,35.3,29.4,5.9,0.0,29.4,52.9,11.8,11.8,23.5,11.8,41.2,11.8,17.6,11.8,17.6,47.1,5.9,5.9,5.9,11.8,64.7,11.8,5.9,5.9,17.6,52.9,17.6
"전체",녹색/환경산업,200~500억원 미만,25,0.0,12.0,0.0,56.0,32.0,0.0,16.0,4.0,44.0,36.0,0.0,16.0,4.0,56.0,24.0,8.0,16.0,4.0,36.0,36.0,8.0,4.0,4.0,68.0,16.0,4.0,32.0,4.0,32.0,28.0
"전체",녹색/환경산업,500~1500억원 미만,10,0.0,20.0,0.0,40.0,40.0,0.0,20.0,0.0,60.0,20.0,10.0,20.0,0.0,30.0,40.0,0.0,50.0,0.0,40.0,10.0,10.0,10.0,0.0,60.0,20.0,10.0,20.0,0.0,60.0,10.0
"정보화발전단계",단위정보화 단계,소계,5,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
"정보화발전단계",기업내통합단계,소계,114,7.9,56.1,27.2,7.9,0.9,28.1,45.6,26.3,0.0,0.0,32.5,53.5,9.6,1.8,2.6,27.2,57.0,11.4,2.6,1.8,22.8,53.5,20.2,1.8,1.8,28.1,47.4,18.4,5.3,0.9
"정보화발전단계",기업간협력단계,소계,3685,0.1,8.3,11.1,48.0,32.6,1.3,10.2,10.7,50.9,26.9,3.6,10.1,9.6,50.0,26.7,3.3,9.9,10.5,50.6,25.7,2.1,6.2,11.8,56.1,23.8,1.6,13.2,12.4,52.9,19.9
"정보화발전단계",전략적혁신단계,소계,196,0.0,0.0,1.0,19.4,79.6,0.0,0.0,0.5,27.6,71.9,0.0,0.0,0.5,33.2,66.3,0.0,0.0,0.5,34.7,64.8,0.0,0.0,1.0,31.6,67.3,0.0,2.0,0.5,28.6,68.9
